Season_End_Year,Squad,Comp,Player,Nation,Pos,Age,Born,Mins_Per_90,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Succ_Dribbles,Att_Dribbles,Rec_Receiving,Prog_Receiving,Mis_Dribbles,Dis_Dribbles,Cmp_Total,Att_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp_Medium,Att_Medium,Cmp_Long,Att_Long,Ast,xA,KP,Final_Third,PPA,CrsPA,Prog,xAG,A_minus_xAG,Gls_Standard,Sh_Standard,SoT_Standard,Sh_per_90_Standard,SoT_per_90_Standard,PK_Standard,PKatt_Standard,FK_Standard,xG_Expected,npxG_Expected,G_minus_xG_Expected,np:G_minus_xG_Expected,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Vs,Att_Vs,Past_Vs,Blocks_Blocks,Sh_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err,SCA_SCA,SCA90_SCA,PassLive_SCA,PassDead_SCA,Drib_SCA,Sh_SCA,Fld_SCA,Def_SCA,GCA_GCA,GCA90_GCA,PassLive_GCA,PassDead_GCA,Drib_GCA,Sh_GCA,Fld_GCA,Def_GCA,MP_Playing,Starts_Playing,Min_Playing,Mins_Per_90_Playing,Gls,G_minus_PK,PK,PKatt,CrdY,CrdR,Gls_Per,Ast_Per,G+A_Per,G_minus_PK_Per,G+A_minus_PK_Per,xAG_Expected,npxG+xAG_Expected,xG_Per,xAG_Per,xG+xAG_Per,npxG_Per,npxG+xAG_Per
2023,Nice,Ligue 1,Aaron Ramsey,WAL,MF,31-303,1990.0,4.1,289.0,9.0,60.0,143.0,90.0,14.0,289.0,6.0,9.0,192.0,11.0,4.0,7.0,202.0,251.0,3394.0,767.0,93.0,106.0,75.0,88.0,22.0,42.0,0,0.4,4.0,11.0,1.0,1.0,14.0,0.1,-0.1,1,6.0,3.0,1.46,0.73,0.0,0.0,1.0,1.0,1.0,0.0,0.0,11.0,6.0,6.0,4.0,1.0,5.0,8.0,3.0,5.0,1.0,4.0,7.0,18.0,5.0,0.0,14.0,3.41,6.0,5.0,0.0,2.0,1.0,0.0,1.0,0.24,0.0,0.0,0.0,0.0,1.0,0.0,10,3,398,4.4,1,1.0,0.0,0.0,0,0,0.23,0.0,0.23,0.23,0.23,0.2,1.1,0.22,0.03,0.25,0.22,0.25
2023,Sampdoria,Serie A,Abdelhamid Sabiri,MAR,MF,25-331,1996.0,9.3,495.0,11.0,48.0,240.0,214.0,25.0,495.0,11.0,35.0,338.0,43.0,27.0,20.0,248.0,375.0,4500.0,1351.0,112.0,140.0,93.0,132.0,33.0,72.0,0,1.1,11.0,35.0,12.0,0.0,31.0,1.3,-1.3,1,24.0,7.0,2.57,0.75,0.0,0.0,6.0,1.0,1.0,0.0,0.0,14.0,5.0,5.0,5.0,4.0,3.0,11.0,8.0,15.0,2.0,13.0,2.0,16.0,3.0,0.0,29.0,3.1,15.0,5.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,10,840,9.3,1,1.0,0.0,0.0,3,0,0.11,0.0,0.11,0.11,0.11,1.3,2.3,0.11,0.13,0.25,0.11,0.25
2023,Osasuna,La Liga,Abdessamad Ezzalzouli,MAR,"MF,FW",20-312,2001.0,3.5,184.0,1.0,22.0,65.0,101.0,17.0,184.0,7.0,14.0,125.0,15.0,13.0,8.0,82.0,124.0,1060.0,243.0,56.0,74.0,20.0,29.0,2.0,6.0,2,1.5,3.0,3.0,6.0,1.0,7.0,0.7,1.3,0,10.0,3.0,2.88,0.86,0.0,0.0,1.0,0.6,0.6,-0.6,-0.6,11.0,9.0,5.0,5.0,1.0,5.0,5.0,0.0,7.0,0.0,7.0,2.0,13.0,2.0,0.0,12.0,3.45,7.0,1.0,2.0,2.0,0.0,0.0,2.0,0.58,2.0,0.0,0.0,0.0,0.0,0.0,8,4,313,3.5,0,0.0,0.0,0.0,1,0,0.0,0.58,0.58,0.0,0.58,0.7,1.4,0.18,0.21,0.39,0.18,0.39
2023,Sassuolo,Serie A,Abdou Harroui,NED,MF,24-285,1998.0,2.1,101.0,4.0,14.0,62.0,28.0,1.0,101.0,1.0,2.0,74.0,8.0,4.0,2.0,65.0,80.0,1082.0,254.0,27.0,31.0,36.0,38.0,2.0,7.0,0,0.1,1.0,8.0,2.0,1.0,3.0,0.0,0.0,1,4.0,1.0,1.87,0.47,0.0,0.0,0.0,0.3,0.3,0.7,0.7,4.0,0.0,3.0,1.0,0.0,1.0,6.0,5.0,2.0,0.0,2.0,0.0,4.0,2.0,0.0,2.0,0.94,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,1,197,2.2,1,1.0,0.0,0.0,1,0,0.46,0.0,0.46,0.46,0.46,0.0,0.3,0.15,0.01,0.16,0.15,0.16
2023,Nantes,Ligue 1,Abdoul Kader Bamba,FRA,MF,28-153,1994.0,0.8,51.0,0.0,7.0,22.0,22.0,2.0,51.0,0.0,1.0,39.0,11.0,1.0,4.0,33.0,41.0,448.0,130.0,16.0,20.0,13.0,15.0,0.0,1.0,0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0,1.0,1.0,1.2,1.2,0.0,0.0,0.0,0.1,0.1,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,3.6,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,75,0.8,0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.11,0.04,0.15,0.11,0.15
2023,Everton,Premier League,Abdoulaye Doucouré,MLI,MF,29-297,1993.0,1.6,74.0,1.0,20.0,39.0,16.0,5.0,74.0,1.0,1.0,40.0,1.0,0.0,1.0,53.0,64.0,724.0,183.0,28.0,34.0,20.0,24.0,1.0,2.0,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,2.0,1.0,1.29,0.64,0.0,0.0,0.0,0.1,0.1,-0.1,-0.1,5.0,4.0,1.0,4.0,0.0,1.0,3.0,2.0,2.0,0.0,2.0,0.0,5.0,2.0,0.0,3.0,1.96,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,140,1.6,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.08,0.0,0.08,0.08,0.08
2023,Paris S-G,Ligue 1,Achraf Hakimi,MAR,"MF,DF",23-355,1998.0,10.0,589.0,17.0,119.0,241.0,233.0,43.0,589.0,7.0,22.0,442.0,55.0,7.0,11.0,465.0,518.0,5881.0,1516.0,298.0,328.0,132.0,140.0,5.0,7.0,1,2.7,16.0,10.0,17.0,5.0,31.0,1.7,-0.7,2,7.0,3.0,0.7,0.3,0.0,0.0,0.0,1.6,1.6,0.4,0.4,24.0,13.0,10.0,8.0,6.0,16.0,28.0,12.0,13.0,1.0,12.0,3.0,27.0,5.0,0.0,31.0,3.11,25.0,1.0,1.0,1.0,0.0,3.0,3.0,0.3,2.0,0.0,0.0,0.0,0.0,1.0,12,10,896,10.0,2,2.0,0.0,0.0,2,0,0.2,0.1,0.3,0.2,0.3,1.7,3.2,0.16,0.17,0.33,0.16,0.33
2023,Southampton,Premier League,Adam Armstrong,ENG,"MF,FW",25-257,1997.0,8.7,287.0,5.0,41.0,115.0,137.0,28.0,287.0,6.0,25.0,171.0,31.0,13.0,12.0,145.0,197.0,2234.0,459.0,76.0,91.0,48.0,58.0,11.0,18.0,1,0.6,8.0,9.0,8.0,2.0,14.0,0.5,0.5,1,12.0,5.0,1.38,0.57,0.0,0.0,0.0,0.9,0.9,0.1,0.1,9.0,5.0,3.0,4.0,2.0,0.0,4.0,4.0,12.0,3.0,9.0,1.0,10.0,4.0,0.0,14.0,1.61,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.11,1.0,0.0,0.0,0.0,0.0,0.0,12,10,785,8.7,1,1.0,0.0,0.0,0,0,0.11,0.11,0.23,0.11,0.23,0.5,1.5,0.11,0.06,0.17,0.11,0.17
2023,Leeds United,Premier League,Adam Forshaw,ENG,MF,31-017,1991.0,0.6,27.0,0.0,4.0,19.0,6.0,0.0,27.0,1.0,1.0,15.0,0.0,0.0,0.0,18.0,22.0,270.0,118.0,13.0,13.0,2.0,2.0,2.0,6.0,0,0.2,1.0,2.0,0.0,0.0,1.0,0.4,-0.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,3.6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,50,0.6,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.79,0.79,0.0,0.79
2023,Leverkusen,Bundesliga,Adam Hložek,CZE,"MF,FW",20-092,2002.0,3.8,158.0,5.0,17.0,69.0,74.0,13.0,158.0,1.0,7.0,106.0,28.0,19.0,7.0,84.0,104.0,1204.0,354.0,59.0,66.0,15.0,18.0,7.0,14.0,1,0.6,9.0,9.0,2.0,0.0,10.0,0.9,0.1,0,7.0,4.0,1.82,1.04,0.0,0.0,0.0,0.7,0.7,-0.7,-0.7,4.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,4.0,1.0,5.0,3.0,0.0,18.0,4.7,11.0,3.0,0.0,2.0,1.0,1.0,2.0,0.52,1.0,0.0,0.0,1.0,0.0,0.0,10,5,410,4.6,0,0.0,0.0,0.0,0,0,0.0,0.22,0.22,0.0,0.22,0.9,1.5,0.14,0.19,0.34,0.14,0.34
2023,Brighton,Premier League,Adam Lallana,ENG,"MF,FW",34-168,1988.0,4.0,199.0,5.0,26.0,86.0,88.0,17.0,199.0,2.0,4.0,150.0,27.0,7.0,5.0,140.0,169.0,1687.0,378.0,86.0,96.0,34.0,42.0,4.0,6.0,0,0.6,9.0,17.0,5.0,1.0,11.0,0.6,-0.6,0,4.0,3.0,1.01,0.76,0.0,0.0,0.0,0.4,0.4,-0.4,-0.4,7.0,4.0,4.0,2.0,1.0,0.0,5.0,5.0,4.0,0.0,4.0,2.0,9.0,1.0,0.0,15.0,3.78,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,6,421,4.7,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.6,1.1,0.11,0.13,0.24,0.11,0.24
2023,Lille,Ligue 1,Adam Ounas,ALG,"MF,FW",25-348,1996.0,5.8,317.0,5.0,26.0,120.0,182.0,15.0,317.0,19.0,43.0,233.0,27.0,16.0,15.0,177.0,245.0,3147.0,1122.0,84.0,95.0,66.0,99.0,23.0,35.0,1,1.4,15.0,20.0,17.0,1.0,29.0,1.5,-0.5,1,14.0,4.0,2.43,0.69,0.0,0.0,3.0,0.9,0.9,0.1,0.1,7.0,3.0,2.0,4.0,1.0,3.0,6.0,3.0,5.0,0.0,5.0,3.0,10.0,3.0,0.0,34.0,5.91,20.0,8.0,3.0,3.0,0.0,0.0,4.0,0.69,2.0,1.0,0.0,1.0,0.0,0.0,8,6,540,6.0,1,1.0,0.0,0.0,1,0,0.17,0.17,0.33,0.17,0.33,1.5,2.5,0.16,0.25,0.41,0.16,0.41
2023,Wolves,Premier League,Adama Traoré,ESP,MF,26-273,1996.0,4.7,222.0,4.0,26.0,78.0,119.0,11.0,222.0,11.0,26.0,171.0,34.0,20.0,8.0,103.0,160.0,1586.0,371.0,64.0,89.0,25.0,37.0,10.0,19.0,0,0.7,8.0,5.0,9.0,7.0,11.0,0.7,-0.7,1,6.0,1.0,1.26,0.21,0.0,0.0,0.0,0.5,0.5,0.5,0.5,3.0,2.0,0.0,3.0,0.0,1.0,2.0,1.0,4.0,0.0,4.0,0.0,3.0,3.0,0.0,14.0,2.95,12.0,0.0,0.0,1.0,1.0,0.0,1.0,0.21,0.0,0.0,0.0,1.0,0.0,0.0,10,5,509,5.7,1,1.0,0.0,0.0,0,0,0.18,0.0,0.18,0.18,0.18,0.7,1.2,0.09,0.12,0.21,0.09,0.21
2023,Atalanta,Serie A,Ademola Lookman,NGA,"FW,MF",25-005,1997.0,6.4,231.0,0.0,14.0,96.0,125.0,33.0,231.0,10.0,20.0,184.0,52.0,11.0,13.0,138.0,181.0,2062.0,549.0,73.0,87.0,46.0,61.0,9.0,15.0,1,1.8,12.0,8.0,7.0,2.0,16.0,2.0,-1.0,4,12.0,6.0,1.87,0.93,0.0,0.0,0.0,2.7,2.7,1.3,1.3,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,6.0,0.0,6.0,1.0,3.0,0.0,0.0,22.0,3.42,16.0,2.0,0.0,1.0,3.0,0.0,3.0,0.47,2.0,0.0,0.0,0.0,1.0,0.0,12,8,666,7.4,5,5.0,0.0,0.0,1,0,0.68,0.14,0.81,0.68,0.81,2.4,5.7,0.45,0.32,0.77,0.45,0.77
2023,Lorient,Ligue 1,Adil Aouchiche,FRA,MF,20-102,2002.0,0.2,6.0,0.0,0.0,5.0,1.0,0.0,6.0,0.0,1.0,5.0,0.0,0.0,0.0,5.0,5.0,74.0,20.0,2.0,2.0,3.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,25,0.3,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.83,0.0,0.83,0.83,0.83
2023,Almería,La Liga,Adri Embarba,ESP,"MF,FW",30-171,1992.0,3.4,172.0,2.0,28.0,63.0,83.0,12.0,172.0,8.0,19.0,106.0,16.0,4.0,5.0,70.0,122.0,1384.0,347.0,28.0,36.0,29.0,44.0,11.0,28.0,2,0.4,7.0,8.0,2.0,1.0,10.0,0.6,1.4,1,10.0,4.0,2.91,1.17,0.0,0.0,4.0,0.5,0.5,0.5,0.5,12.0,5.0,5.0,6.0,1.0,2.0,6.0,4.0,6.0,0.0,6.0,3.0,15.0,3.0,0.0,11.0,3.2,5.0,3.0,0.0,0.0,2.0,1.0,2.0,0.58,0.0,1.0,0.0,0.0,1.0,0.0,8,4,354,3.9,1,1.0,0.0,0.0,4,1,0.25,0.51,0.76,0.25,0.76,1.1,1.6,0.13,0.28,0.41,0.13,0.41
2023,Lorient,Ligue 1,Adrian Grbić,AUT,"FW,MF",26-082,1996.0,0.3,10.0,0.0,1.0,4.0,5.0,0.0,10.0,0.0,0.0,6.0,2.0,0.0,0.0,1.0,2.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,10.8,0.0,0.0,0.0,2.0,0.2,0.2,-0.2,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,25,0.3,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.55,0.0,0.55,0.55,0.55
2023,Angers,Ligue 1,Adrien Hunou,FRA,"MF,FW",28-279,1994.0,9.5,380.0,3.0,53.0,189.0,146.0,31.0,380.0,7.0,16.0,264.0,41.0,24.0,7.0,198.0,272.0,2942.0,831.0,101.0,133.0,79.0,99.0,8.0,15.0,1,0.4,8.0,13.0,6.0,0.0,19.0,1.4,-0.4,3,20.0,9.0,2.11,0.95,0.0,0.0,0.0,2.6,2.6,0.4,0.4,21.0,11.0,11.0,8.0,2.0,5.0,14.0,9.0,15.0,0.0,15.0,0.0,21.0,4.0,0.0,19.0,2.01,12.0,1.0,0.0,2.0,3.0,1.0,4.0,0.42,2.0,0.0,0.0,0.0,1.0,1.0,12,12,925,10.3,3,3.0,0.0,0.0,1,0,0.29,0.1,0.39,0.29,0.39,1.4,4.0,0.26,0.13,0.39,0.26,0.39
2023,Juventus,Serie A,Adrien Rabiot,FRA,MF,27-205,1995.0,6.4,290.0,5.0,60.0,145.0,90.0,8.0,290.0,9.0,13.0,192.0,9.0,12.0,6.0,194.0,224.0,3487.0,1004.0,87.0,95.0,82.0,92.0,20.0,27.0,0,0.2,4.0,21.0,6.0,0.0,21.0,0.2,-0.2,2,9.0,5.0,1.42,0.79,0.0,0.0,0.0,1.3,1.3,0.7,0.7,9.0,5.0,4.0,2.0,3.0,3.0,7.0,4.0,14.0,3.0,11.0,7.0,16.0,1.0,0.0,17.0,2.67,13.0,0.0,1.0,1.0,0.0,2.0,1.0,0.16,1.0,0.0,0.0,0.0,0.0,0.0,8,8,662,7.4,2,2.0,0.0,0.0,1,0,0.27,0.0,0.27,0.27,0.27,0.2,1.5,0.18,0.03,0.21,0.18,0.21
2023,Hellas Verona,Serie A,Adrien Tameze,CMR,MF,28-263,1994.0,8.8,374.0,24.0,97.0,194.0,90.0,10.0,374.0,7.0,15.0,204.0,24.0,9.0,9.0,208.0,280.0,3740.0,1150.0,91.0,118.0,90.0,107.0,22.0,36.0,0,0.4,8.0,24.0,5.0,0.0,20.0,0.3,-0.3,0,5.0,1.0,0.57,0.11,0.0,0.0,0.0,0.6,0.6,-0.6,-0.6,15.0,8.0,8.0,4.0,3.0,8.0,12.0,4.0,16.0,6.0,10.0,6.0,21.0,15.0,0.0,16.0,1.83,13.0,1.0,0.0,0.0,1.0,1.0,1.0,0.11,1.0,0.0,0.0,0.0,0.0,0.0,12,10,881,9.8,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.9,0.06,0.03,0.09,0.06,0.09
2023,Strasbourg,Ligue 1,Adrien Thomasson,FRA,MF,28-319,1993.0,6.7,424.0,8.0,72.0,198.0,156.0,30.0,424.0,7.0,13.0,300.0,36.0,15.0,11.0,292.0,345.0,4610.0,1144.0,144.0,165.0,105.0,118.0,21.0,28.0,2,1.3,12.0,16.0,8.0,1.0,19.0,1.4,0.6,0,13.0,4.0,1.94,0.6,0.0,0.0,0.0,1.3,1.3,-1.3,-1.3,16.0,7.0,8.0,4.0,4.0,8.0,21.0,13.0,11.0,0.0,11.0,0.0,16.0,2.0,0.0,23.0,3.44,19.0,0.0,2.0,1.0,0.0,1.0,2.0,0.3,1.0,0.0,0.0,1.0,0.0,0.0,11,7,667,7.4,0,0.0,0.0,0.0,1,0,0.0,0.27,0.27,0.0,0.27,1.4,2.8,0.18,0.2,0.37,0.18,0.37
2023,Osasuna,La Liga,Aimar Oroz,ESP,"MF,FW",20-332,2001.0,6.0,258.0,2.0,28.0,108.0,123.0,14.0,257.0,5.0,14.0,193.0,33.0,8.0,18.0,150.0,199.0,2230.0,580.0,85.0,104.0,47.0,62.0,9.0,11.0,0,0.2,5.0,13.0,8.0,0.0,13.0,0.1,-0.1,2,7.0,3.0,1.17,0.5,1.0,1.0,0.0,2.1,1.3,-0.1,-0.3,7.0,4.0,2.0,2.0,3.0,0.0,2.0,2.0,6.0,0.0,6.0,7.0,14.0,3.0,0.0,18.0,3.0,13.0,0.0,0.0,2.0,3.0,0.0,2.0,0.33,2.0,0.0,0.0,0.0,0.0,0.0,10,7,630,7.0,2,1.0,1.0,1.0,2,0,0.29,0.14,0.43,0.14,0.29,0.4,1.8,0.31,0.05,0.36,0.2,0.25
2023,Southampton,Premier League,Ainsley Maitland-Niles,ENG,MF,25-057,1997.0,2.7,123.0,13.0,40.0,68.0,15.0,1.0,123.0,2.0,2.0,80.0,0.0,1.0,4.0,82.0,94.0,1350.0,379.0,41.0,47.0,31.0,34.0,8.0,10.0,0,0.0,0.0,8.0,1.0,0.0,4.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,2.0,3.0,1.0,2.0,3.0,1.0,5.0,1.0,4.0,3.0,9.0,6.0,0.0,1.0,0.37,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3,290,3.2,0,0.0,0.0,0.0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,Hellas Verona,Serie A,Ajdin Hrustic,AUS,MF,26-112,1996.0,2.5,114.0,3.0,14.0,58.0,44.0,5.0,114.0,3.0,11.0,72.0,10.0,7.0,2.0,73.0,92.0,1045.0,341.0,38.0,40.0,25.0,33.0,4.0,7.0,0,0.6,3.0,1.0,5.0,1.0,7.0,0.6,-0.6,0,3.0,0.0,1.22,0.0,0.0,0.0,0.0,0.4,0.4,-0.4,-0.4,2.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,7.0,2.85,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.41,1.0,0.0,0.0,0.0,0.0,0.0,5,3,221,2.5,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,0.15,0.25,0.4,0.15,0.4
2023,Lille,Ligue 1,Akim Zedadka,ALG,"DF,MF",27-148,1995.0,3.8,238.0,10.0,71.0,103.0,67.0,6.0,238.0,3.0,8.0,165.0,9.0,4.0,3.0,177.0,213.0,2862.0,799.0,81.0,89.0,81.0,95.0,8.0,18.0,0,0.8,5.0,8.0,7.0,1.0,11.0,0.5,-0.5,1,3.0,1.0,0.78,0.26,0.0,0.0,0.0,0.4,0.4,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,2.0,2.0,2.0,6.0,0.0,7.0,1.82,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,4,350,3.9,1,1.0,0.0,0.0,1,0,0.26,0.0,0.26,0.26,0.26,0.5,0.9,0.1,0.13,0.23,0.1,0.23
2023,M'Gladbach,Bundesliga,Alassane Pléa,FRA,MF,29-229,1993.0,6.4,328.0,7.0,33.0,161.0,137.0,19.0,327.0,6.0,8.0,255.0,44.0,16.0,7.0,186.0,266.0,3093.0,1350.0,91.0,106.0,61.0,92.0,20.0,40.0,5,2.6,16.0,34.0,15.0,3.0,38.0,1.8,3.2,1,9.0,3.0,1.41,0.47,1.0,1.0,0.0,1.7,0.9,-0.7,-0.9,6.0,3.0,2.0,3.0,1.0,2.0,8.0,6.0,9.0,1.0,8.0,6.0,12.0,7.0,0.0,29.0,4.53,26.0,1.0,0.0,0.0,1.0,1.0,6.0,0.94,6.0,0.0,0.0,0.0,0.0,0.0,9,8,649,7.2,1,0.0,1.0,1.0,1,0,0.14,0.69,0.83,0.0,0.69,1.8,2.8,0.24,0.25,0.49,0.14,0.38
2023,Arsenal,Premier League,Albert Sambi Lokonga,BEL,MF,23-003,1999.0,2.2,154.0,6.0,32.0,95.0,29.0,0.0,154.0,1.0,2.0,113.0,2.0,1.0,1.0,132.0,140.0,2321.0,539.0,59.0,62.0,60.0,63.0,11.0,12.0,0,0.1,1.0,17.0,1.0,0.0,9.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,5.0,6.0,2.0,0.0,4.0,1.82,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2,198,2.2,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
2023,Empoli,Serie A,Alberto Grassi,ITA,MF,27-232,1995.0,2.7,154.0,13.0,55.0,80.0,20.0,1.0,154.0,0.0,1.0,74.0,1.0,3.0,4.0,89.0,115.0,1315.0,411.0,46.0,54.0,28.0,36.0,7.0,15.0,0,0.1,2.0,3.0,2.0,0.0,8.0,0.0,0.0,0,2.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,4.0,2.0,0.0,2.0,2.0,0.0,4.0,3.0,1.0,8.0,14.0,8.0,0.0,5.0,1.87,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.37,1.0,0.0,0.0,0.0,0.0,0.0,7,3,241,2.7,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.02,0.03,0.01,0.03
2023,Villarreal,La Liga,Alberto Moreno,ESP,MF,30-112,1992.0,1.1,55.0,1.0,6.0,25.0,25.0,2.0,55.0,1.0,1.0,39.0,2.0,3.0,0.0,31.0,39.0,453.0,108.0,17.0,22.0,11.0,13.0,1.0,2.0,0,0.2,3.0,0.0,2.0,0.0,2.0,0.1,-0.1,0,1.0,0.0,0.91,0.0,0.0,0.0,0.0,0.1,0.1,-0.1,-0.1,3.0,1.0,0.0,3.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,4.0,7.0,1.0,0.0,3.0,2.73,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,189,2.1,0,0.0,0.0,0.0,2,0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.06,0.07,0.13,0.06,0.13
2023,Cádiz,La Liga,Alberto Perea,ESP,MF,31-310,1990.0,0.5,21.0,0.0,7.0,7.0,7.0,0.0,21.0,2.0,6.0,13.0,0.0,0.0,1.0,10.0,12.0,114.0,30.0,6.0,7.0,3.0,3.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,45,0.5,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,Spezia,Serie A,Albin Ekdal,SWE,MF,33-089,1989.0,2.4,127.0,4.0,26.0,78.0,26.0,2.0,127.0,2.0,3.0,77.0,1.0,5.0,5.0,74.0,97.0,1140.0,435.0,41.0,48.0,27.0,37.0,3.0,6.0,0,0.4,1.0,8.0,4.0,0.0,9.0,0.1,-0.1,0,2.0,0.0,0.84,0.0,0.0,0.0,0.0,0.1,0.1,-0.1,-0.1,4.0,2.0,1.0,3.0,0.0,2.0,6.0,4.0,2.0,0.0,2.0,3.0,7.0,3.0,0.0,7.0,2.96,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2,305,3.4,0,0.0,0.0,0.0,3,1,0.0,0.3,0.3,0.0,0.3,0.5,0.7,0.07,0.14,0.22,0.07,0.22
